game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
NYK,BRO,47587,2018-10-19T23:30:00.000Z,1,6,107,10,3,69,30,43.5,28,9,32.1,97,39,40.2,20,18,90.0,0,0,0,0,0,19,23,19,1,20,23,-2,14,105,25,16,41,0,1,0,0,NYK,83
BOS,NYK,47597,2018-10-20T23:30:00.000Z,1,2,103,8,16,52,24,46.2,35,12,34.3,87,36,41.4,27,17,63.0,0,0,0,0,0,25,26,25,0,25,26,-2,23,101,38,22,60,0,1,0,0,NYK,83
NYK,MIL,47611,2018-10-23T00:00:00.000Z,2,9,124,6,11,70,35,50.0,29,10,34.5,99,45,45.4,15,13,86.7,0,0,0,0,0,21,18,21,0,21,18,-11,22,113,35,19,54,0,1,0,0,NYK,83
NYK,MIA,47623,2018-10-24T23:30:00.000Z,3,5,110,5,12,58,21,36.2,33,12,36.4,91,33,36.3,14,9,64.3,0,0,0,0,0,23,15,23,0,23,15,-23,20,87,38,15,53,0,1,0,0,NYK,83
GSW,NYK,47637,2018-10-26T23:30:00.000Z,1,6,128,6,19,51,26,51.0,39,13,33.3,90,39,43.3,12,9,75.0,0,0,0,0,0,18,16,18,0,19,16,-28,17,100,31,18,49,0,1,0,0,NYK,83
BRO,NYK,47659,2018-10-29T23:30:00.000Z,3,7,96,5,13,68,36,52.9,24,9,37.5,92,45,48.9,18,16,88.9,0,0,0,0,0,22,20,22,0,23,20,19,21,115,42,26,68,0,0,1,1,NYK,83
IND,NYK,47674,2018-11-01T00:00:00.000Z,6,10,107,6,17,54,22,40.7,25,12,48.0,79,34,43.0,24,21,87.5,0,0,0,0,0,19,19,19,0,19,19,-6,18,101,30,15,45,0,1,0,0,NYK,83
NYK,DAL,47690,2018-11-03T00:30:00.000Z,4,1,106,13,12,55,39,70.9,29,7,24.1,84,46,54.8,26,19,73.1,0,0,0,0,0,24,28,24,0,25,28,12,26,118,31,15,46,0,0,1,1,NYK,83
NYK,WAS,47704,2018-11-04T23:00:00.000Z,5,11,108,5,18,66,34,51.5,27,5,18.5,93,39,41.9,16,12,75.0,0,0,0,0,0,28,18,28,0,30,18,-13,19,95,38,23,61,0,1,0,0,NYK,83
CHI,NYK,47712,2018-11-06T00:30:00.000Z,6,9,116,7,17,80,34,42.5,26,7,26.9,106,41,38.7,29,26,89.7,0,0,0,0,0,27,22,27,0,27,22,-1,20,115,41,21,62,0,1,0,0,NYK,83
