game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
MIL,CHA,42551,2017-12-24T00:00:00.000Z,2,7,111,4,9,61,34,55.7,26,8,30.8,87,42,48.3,17,14,82.4,0,0,0,0,0,32,20,32,0,33,20,-5,25,106,29,13,42,0,1,0,0,MIL,90
CHI,MIL,42570,2017-12-27T01:00:00.000Z,8,3,115,2,17,52,29,55.8,31,10,32.3,83,39,47.0,24,18,75.0,0,0,0,0,0,21,19,21,0,23,19,-9,23,106,42,15,57,0,1,0,0,MIL,90
MIN,MIL,42587,2017-12-29T01:00:00.000Z,0,3,96,10,16,60,36,60.0,15,5,33.3,75,41,54.7,16,15,93.8,0,0,0,0,0,18,14,18,0,19,14,6,23,102,31,8,39,0,0,1,1,MIL,90
MIL,OKL,42592,2017-12-30T01:00:00.000Z,7,5,95,9,9,56,31,55.4,29,9,31.0,85,40,47.1,17,8,47.1,0,0,0,0,0,23,19,23,0,24,19,2,26,97,33,17,50,0,0,1,1,MIL,90
MIL,TOR,42615,2018-01-02T00:30:00.000Z,3,8,131,9,14,66,31,47.0,27,13,48.2,93,44,47.3,28,26,92.9,0,0,0,0,0,23,20,23,0,23,20,-4,27,127,37,17,54,0,1,0,0,MIL,90
IND,MIL,42629,2018-01-04T01:00:00.000Z,5,2,101,8,16,58,35,60.3,17,9,52.9,75,44,58.7,28,25,89.3,0,0,0,0,0,23,20,23,0,23,20,21,33,122,30,12,42,0,0,1,1,MIL,90
TOR,MIL,42640,2018-01-06T01:00:00.000Z,4,5,129,4,11,60,34,56.7,17,7,41.2,77,41,53.2,29,21,72.4,0,0,0,0,0,23,22,23,0,24,22,-19,26,110,28,13,41,0,1,0,0,MIL,90
MIL,WAS,42652,2018-01-07T01:00:00.000Z,6,6,103,11,15,58,32,55.2,22,7,31.8,80,39,48.8,30,25,83.3,0,0,0,0,0,26,22,26,0,27,22,7,20,110,37,15,52,0,0,1,1,MIL,90
MIL,IND,42660,2018-01-09T00:00:00.000Z,4,5,109,11,17,47,27,57.4,27,7,25.9,74,34,46.0,27,21,77.8,0,0,0,0,0,24,23,24,0,24,23,-13,18,96,30,11,41,0,1,0,0,MIL,90
ORL,MIL,42677,2018-01-11T01:00:00.000Z,9,4,103,4,14,62,41,66.1,19,4,21.0,81,45,55.6,25,16,64.0,0,0,0,0,0,21,21,21,0,22,21,7,20,110,39,17,56,0,0,1,1,MIL,90
